,TIPO,SERVICIO,ESTRATO,TOTAL_PERSONAS,SEXO,EDAD,PARENTESCO,PADRE,MADRE,D_01,D_02,D_03,D_04,D_05,D_06,D_07,D_08,D_09,D_10,D_11_A,D_11_B,D_11_C,D_11_D,D_11_E,D_11_F,D_11_G,D_11_H,D_11_I,D_11_J,D_11_K,D_11_L,D_11_M,D_11_N,D_12_A,D_12_A_A,D_12_B,D_12_B_A,D_12_C,D_12_C_A,D2_01,D2_03,D2_04,D2_05,D2_05_A,D2_06,D2_07,G_01,G_02,G_06_A,G_06_B,G_06_C,G_06_D,G_06_E,G_06_F,G_06_G,G_06_H,G_06_I,G_06_J,G_06_K,G_06_L,G_06_M,G_06_N,COD_REGION
55,1,1,1.0,4,1.0,14.0,3.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,3.0,4.0,2.0,2.0,5.0,4.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,2.0,9.0,2.0,9.0,2.0,9.0,9.0,6.0,0.0,4.0,407.0,5.0,5.0,1.0,2.0,1.0,2.0,9.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,9.0,4
56,1,1,2.0,5,2.0,39.0,2.0,2.0,2.0,1.0,1.0,12.0,1.0,48.0,1.0,1.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,1.0,1.0,1.0,1.0,5.0,3.0,3.0,7.0,710.0,1.0,2.0,2.0,2.0,1.0,9.0,9.0,9.0,1.0,9.0,9.0,1.0,1.0,9.0,9.0,9.0,9.0,9.0,0
57,1,1,1.0,2,2.0,60.0,1.0,2.0,2.0,1.0,1.0,12.0,3.0,6.0,1.0,3.0,3.0,2.0,2.0,5.0,1.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,2.0,9.0,2.0,9.0,9.0,6.0,5.0,3.0,302.0,1.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,4
58,1,1,1.0,4,1.0,49.0,1.0,2.0,2.0,1.0,1.0,5.0,4.0,40.0,1.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,9.0,9.0,3.0,2.0,3.0,303.0,1.0,1.0,2.0,2.0,1.0,9.0,2.0,2.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,5
59,2,1,2.0,5,2.0,64.0,1.0,3.0,3.0,2.0,4.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,1.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,1.0,2.0,9.0,1.0,5.0,4.0,4.0,400.0,1.0,2.0,2.0,2.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0
60,1,1,2.0,7,1.0,21.0,3.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,3.0,4.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,2.0,2.0,9.0,9.0,6.0,0.0,6.0,601.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4
61,1,1,3.0,6,2.0,43.0,1.0,2.0,2.0,1.0,5.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,9.0,9.0,3.0,1.0,4.0,408.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,9.0,9.0,9.0,1.0,2.0,9.0,9.0,9.0,9.0,1
62,1,1,2.0,3,1.0,14.0,5.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,1.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,2.0,9.0,1.0,9.0,9.0,6.0,0.0,4.0,409.0,5.0,5.0,2.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0
63,1,1,2.0,5,2.0,29.0,3.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,5.0,0.0,7.0,700.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0
64,1,1,1.0,6,2.0,24.0,1.0,2.0,1.0,1.0,1.0,11.0,1.0,40.0,1.0,3.0,4.0,2.0,2.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,2.0,9.0,2.0,9.0,9.0,5.0,1.0,6.0,604.0,1.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,4
65,1,1,3.0,5,2.0,33.0,2.0,2.0,2.0,1.0,1.0,6.0,1.0,36.0,1.0,1.0,4.0,2.0,2.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,1.0,1.0,1.0,2.0,9.0,2.0,3.0,5.0,511.0,1.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,1.0,9.0,9.0,2.0,3.0,9.0,9.0,9.0,9.0,9.0,1
66,1,1,3.0,4,1.0,42.0,3.0,2.0,1.0,1.0,1.0,6.0,4.0,45.0,2.0,9.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,2.0,9.0,2.0,9.0,9.0,6.0,1.0,5.0,510.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1
67,2,1,3.0,1,2.0,56.0,1.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,2.0,9.0,3.0,1.0,2.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,2.0,9.0,2.0,9.0,9.0,6.0,5.0,3.0,303.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,9.0,9.0,9.0,9.0,3.0,9.0,9.0,9.0,9.0,1
68,1,1,2.0,9,2.0,38.0,3.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,1.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,5.0,513.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0
69,1,1,1.0,2,2.0,64.0,2.0,3.0,3.0,2.0,4.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,1.0,1.0,1.0,1.0,9.0,1.0,9.0,3.0,304.0,1.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,5
70,1,1,2.0,2,2.0,38.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,1.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,1.0,1.0,2.0,9.0,9.0,5.0,3.0,4.0,400.0,1.0,2.0,2.0,2.0,1.0,9.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,4
71,1,1,1.0,3,2.0,35.0,3.0,2.0,1.0,1.0,1.0,11.0,4.0,40.0,1.0,1.0,4.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,2.0,9.0,2.0,9.0,9.0,6.0,1.0,7.0,703.0,1.0,2.0,2.0,2.0,9.0,9.0,3.0,3.0,1.0,9.0,9.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,4
72,3,1,1.0,2,1.0,40.0,1.0,2.0,2.0,1.0,1.0,8.0,1.0,105.0,1.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,9.0,3.0,1.0,5.0,510.0,1.0,1.0,2.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,4
73,1,1,1.0,6,2.0,33.0,1.0,2.0,2.0,1.0,1.0,6.0,1.0,54.0,1.0,3.0,4.0,1.0,1.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,2.0,4.0,4.0,403.0,1.0,2.0,1.0,2.0,3.0,9.0,1.0,9.0,1.0,1.0,9.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,4
74,3,1,1.0,4,2.0,51.0,1.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,1.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,9.0,1.0,5.0,4.0,4.0,408.0,1.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,5
75,2,1,2.0,5,2.0,62.0,6.0,2.0,2.0,1.0,6.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,9.0,2.0,9.0,1.0,4.0,3.0,3.0,300.0,1.0,2.0,1.0,2.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0
76,2,1,2.0,5,1.0,55.0,1.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,1.0,3.0,4.0,2.0,2.0,4.0,1.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,1.0,1.0,1.0,1.0,9.0,2.0,4.0,4.0,409.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0
77,1,1,3.0,3,1.0,55.0,1.0,3.0,3.0,1.0,1.0,11.0,1.0,48.0,1.0,1.0,4.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,2.0,9.0,2.0,9.0,9.0,2.0,2.0,5.0,511.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9.0,2.0,2.0,2.0,2.0,2.0,2.0,9.0,9.0,1
78,1,1,2.0,4,2.0,30.0,3.0,1.0,1.0,1.0,1.0,6.0,1.0,48.0,1.0,1.0,5.0,1.0,1.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,9.0,6.0,1.0,6.0,606.0,1.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0
79,3,1,1.0,4,1.0,23.0,2.0,2.0,2.0,1.0,1.0,8.0,4.0,48.0,2.0,9.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,2.0,2.0,5.0,511.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,5
80,1,1,1.0,3,2.0,54.0,1.0,2.0,2.0,1.0,1.0,6.0,1.0,48.0,1.0,3.0,3.0,2.0,2.0,4.0,5.0,2.0,2.0,5.0,2.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,2.0,9.0,2.0,9.0,2.0,9.0,9.0,4.0,4.0,3.0,302.0,1.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,4
81,2,1,3.0,5,2.0,58.0,1.0,3.0,3.0,1.0,1.0,6.0,5.0,60.0,2.0,9.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,9.0,4.0,3.0,7.0,705.0,1.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0
82,1,1,2.0,2,1.0,56.0,1.0,3.0,2.0,1.0,1.0,6.0,1.0,70.0,1.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,9.0,1.0,1.0,2.0,9.0,9.0,1.0,1.0,4.0,404.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0
83,1,1,2.0,3,2.0,60.0,2.0,3.0,3.0,1.0,4.0,0.0,0.0,0.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,9.0,3.0,3.0,3.0,302.0,1.0,2.0,1.0,1.0,1.0,9.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1
84,1,1,3.0,4,1.0,13.0,3.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,2.0,3.0,4.0,1.0,2.0,2.0,9.0,2.0,9.0,5.0,6.0,0.0,4.0,407.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,9.0,9.0,9.0,3.0,1
85,1,1,1.0,2,2.0,57.0,1.0,3.0,3.0,2.0,4.0,0.0,0.0,0.0,1.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,2.0,9.0,1.0,2.0,5.0,5.0,2.0,5.0,511.0,1.0,2.0,1.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,5
86,2,1,1.0,4,1.0,15.0,3.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,9.0,6.0,0.0,4.0,407.0,5.0,5.0,2.0,2.0,9.0,9.0,9.0,9.0,1.0,1.0,9.0,1.0,1.0,9.0,9.0,9.0,9.0,9.0,4
87,1,1,4.0,6,2.0,35.0,3.0,2.0,1.0,1.0,1.0,11.0,1.0,40.0,1.0,1.0,3.0,2.0,2.0,4.0,4.0,4.0,5.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,2.0,9.0,2.0,9.0,9.0,6.0,1.0,8.0,804.0,1.0,2.0,2.0,2.0,1.0,1.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,2
88,1,1,3.0,6,2.0,25.0,3.0,1.0,2.0,2.0,4.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,1.0,1.0,1.0,1.0,9.0,2.0,2.0,6.0,602.0,1.0,2.0,2.0,2.0,2.0,2.0,9.0,9.0,1.0,9.0,9.0,1.0,2.0,2.0,9.0,9.0,9.0,9.0,1
89,3,1,2.0,5,2.0,39.0,8.0,2.0,2.0,1.0,1.0,7.0,1.0,36.0,2.0,9.0,4.0,1.0,2.0,4.0,1.0,3.0,4.0,4.0,3.0,2.0,4.0,5.0,4.0,4.0,4.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,9.0,9.0,5.0,1.0,5.0,510.0,1.0,2.0,2.0,2.0,3.0,9.0,9.0,9.0,3.0,9.0,9.0,2.0,9.0,3.0,9.0,9.0,9.0,3.0,4
90,1,1,2.0,3,2.0,63.0,2.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,1.0,3.0,3.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,2.0,4.0,3.0,305.0,1.0,2.0,1.0,1.0,1.0,9.0,9.0,1.0,9.0,9.0,1.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,0
91,1,1,1.0,3,2.0,51.0,2.0,3.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,1.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,1.0,2.0,9.0,5.0,3.0,3.0,4.0,408.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,9.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,4
92,1,1,2.0,6,2.0,57.0,1.0,3.0,3.0,1.0,1.0,12.0,1.0,40.0,1.0,1.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,9.0,9.0,6.0,3.0,3.0,305.0,1.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,4
93,2,1,2.0,4,1.0,42.0,1.0,2.0,2.0,1.0,1.0,8.0,1.0,54.0,9.0,9.0,4.0,1.0,1.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,2.0,9.0,2.0,9.0,5.0,3.0,2.0,5.0,510.0,1.0,1.0,2.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0
94,1,1,3.0,3,1.0,51.0,1.0,2.0,2.0,1.0,1.0,8.0,1.0,10.0,1.0,1.0,5.0,2.0,9.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,1.0,2.0,9.0,9.0,2.0,1.0,4.0,407.0,1.0,1.0,2.0,1.0,1.0,9.0,1.0,9.0,1.0,9.0,9.0,1.0,1.0,3.0,9.0,9.0,9.0,9.0,4
95,1,1,1.0,3,2.0,53.0,1.0,2.0,2.0,1.0,1.0,12.0,4.0,30.0,1.0,3.0,4.0,2.0,2.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,2.0,9.0,2.0,9.0,9.0,6.0,2.0,3.0,303.0,1.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,5
96,2,1,2.0,3,2.0,17.0,8.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,1.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,6.0,0.0,5.0,511.0,5.0,5.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0
97,2,1,1.0,3,2.0,27.0,2.0,2.0,2.0,1.0,1.0,11.0,1.0,40.0,1.0,1.0,5.0,2.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,9.0,3.0,1.0,8.0,801.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,9.0,9.0,2.0,2.0,3.0,9.0,9.0,3.0,3.0,4
98,2,1,2.0,6,1.0,40.0,7.0,3.0,3.0,2.0,1.0,7.0,3.0,96.0,1.0,1.0,4.0,2.0,2.0,4.0,4.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,9.0,9.0,6.0,2.0,4.0,406.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
99,1,1,1.0,4,1.0,35.0,1.0,2.0,2.0,1.0,1.0,8.0,9.0,48.0,1.0,1.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,3.0,2.0,6.0,603.0,1.0,1.0,2.0,2.0,9.0,9.0,9.0,9.0,1.0,9.0,9.0,1.0,1.0,9.0,9.0,9.0,9.0,9.0,5
100,1,1,3.0,4,2.0,40.0,1.0,3.0,3.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,1.0,4.0,4.0,2.0,3.0,4.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,1.0,2.0,1.0,1.0,2.0,9.0,9.0,2.0,2.0,6.0,602.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,9.0,9.0,3.0,3.0,3.0,9.0,9.0,9.0,9.0,1
101,1,1,2.0,4,2.0,41.0,2.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,9.0,9.0,2.0,2.0,6.0,604.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0
102,2,1,4.0,4,2.0,30.0,2.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,2.0,9.0,2.0,9.0,9.0,2.0,2.0,7.0,705.0,1.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1
103,1,1,1.0,5,2.0,21.0,2.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,1.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,2.0,9.0,2.0,9.0,5.0,2.0,2.0,5.0,511.0,1.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,5
104,1,1,3.0,3,1.0,18.0,3.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,2.0,2.0,9.0,9.0,6.0,0.0,6.0,602.0,1.0,1.0,2.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0
105,1,1,2.0,4,1.0,35.0,1.0,2.0,1.0,1.0,1.0,9.0,1.0,42.0,1.0,1.0,4.0,2.0,2.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,2.0,2.0,9.0,5.0,2.0,1.0,6.0,602.0,1.0,1.0,2.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1
106,2,1,2.0,3,1.0,26.0,3.0,2.0,1.0,2.0,1.0,5.0,1.0,52.0,1.0,1.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,9.0,9.0,6.0,0.0,7.0,700.0,1.0,1.0,2.0,2.0,9.0,9.0,9.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0
107,2,1,1.0,2,2.0,47.0,1.0,2.0,2.0,1.0,1.0,9.0,1.0,40.0,1.0,1.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,2.0,2.0,9.0,9.0,5.0,2.0,6.0,600.0,1.0,2.0,1.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,4
108,2,1,1.0,4,1.0,27.0,1.0,2.0,2.0,1.0,1.0,7.0,1.0,60.0,1.0,1.0,4.0,2.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,2.0,5.0,510.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,9.0,1.0,1.0,2.0,1.0,1.0,2.0,9.0,9.0,9.0,9.0,5
109,2,1,1.0,3,1.0,29.0,3.0,2.0,1.0,1.0,1.0,12.0,4.0,130.0,1.0,1.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,2.0,9.0,2.0,9.0,9.0,5.0,2.0,5.0,511.0,1.0,1.0,1.0,2.0,1.0,9.0,1.0,9.0,1.0,3.0,1.0,1.0,1.0,1.0,9.0,9.0,3.0,3.0,4
